StoreName,Locationnumber,State,BUCode,last_30d_recharge,active_days_30d,prev_30d_recharge,last_7d_recharge,days_since_last_recharge,churn_30d
3B2 Mohali  Punjab,104,Punjab,115,-423.8,1,0.0,-423.8,0,0
AB Shetty  Pandeshwar  Karnataka,58,Karnataka,153,-805.22,1,0.0,-805.22,0,0
AECS Layout Mini Store,21231,Karnataka,153,0.0,1,0.0,0.0,0,1
AIR CELLULAR,22854,Gujrat,171,-42.38,1,0.0,-42.38,0,0
AIRTEL MINI  STORE BIJWASAN,21111,Delhi,111,-127.14000000000001,1,0.0,-127.14000000000001,0,0
AIRTEL NGS KAMLA NAGAR,20952,UP,11109,-127.14000000000001,1,0.0,-127.14000000000001,0,0
AIRTEL STORE NEW MARKET,22853,Madhya Pradesh,172,-254.28000000000003,1,0.0,-254.28000000000003,0,0
AMALAPURAM OR,20917,AndraPRadesh,151,-211.9,1,0.0,-211.9,0,0
ANNA NAGAR MADURAI NGS,20818,Tamil Nadu,155,-550.94,1,0.0,-550.94,0,0
AOR  Amapara  Raipur,907,Chattisgarh,17222,-550.94,1,0.0,-550.94,0,0
AOR  Arera colony,22807,Madhya Pradesh,172,-211.9,1,0.0,-211.9,0,0
AOR Adchini  Delhi,948,Delhi,111,-550.94,1,0.0,-550.94,0,0
AOR Akurdi Pune,895,Maharashtra,17327,-339.04,1,0.0,-339.04,0,0
AOR Aligarh,808,UP,11109,-932.36,1,0.0,-932.36,0,0
AOR Alipore  Kolkata,675,West Bengal,135,-84.76,1,0.0,-84.76,0,0
AOR Aluva  Kerala,836,Kerala,154,-805.22,1,0.0,-805.22,0,0
AOR Ambattur OT  Chennai,744,Tamil Nadu,155,-889.98,1,0.0,-889.98,0,0
AOR Amravati,839,Maharashtra,17327,-296.66,1,0.0,-296.66,0,0
AOR Anand BRD  Gujarat,615,Gujrat,171,-593.32,1,0.0,-593.32,0,0
AOR Anantnag,22865,JK,114,-84.76,1,0.0,-84.76,0,0
AOR Andheri E - Sakivihar  Mumbai,747,Maharashtra,17327,-2796.7000000000003,1,0.0,-2796.7000000000003,0,0
AOR Andheri E Station,666,Maharashtra,17327,-678.08,1,0.0,-678.08,0,0
AOR Arrah,20943,Bihar,132,-720.46,1,0.0,-720.46,0,0
AOR Ashiyana  Lucknow,841,UP,11109,-720.46,1,0.0,-720.46,0,0
AOR Ashok Vihar  Delhi,913,Delhi,111,-805.22,1,0.0,-805.22,0,0
AOR Ashoknagar  Kolkata,845,West Bengal,135,-84.76,1,0.0,-84.76,0,0
AOR Aundh  Pune,842,Maharashtra,17327,-127.14000000000001,1,0.0,-127.14000000000001,0,0
AOR BADDI,21006,HP,11202,-169.52,1,0.0,-169.52,0,0
AOR Badlapur,814,Maharashtra,17327,-254.28000000000003,1,0.0,-254.28000000000003,0,0
AOR Baghat,22864,JK,114,-42.38,1,0.0,-42.38,0,0
AOR Bahadurgarh Store,20935,Haryana,11106,-550.94,1,0.0,-550.94,0,0
AOR Bajirao Road  Pune,801,Maharashtra,17327,-254.28000000000003,1,0.0,-254.28000000000003,0,0
AOR Barmer Store  Rajasthan,748,Rajasthan,176,-678.08,1,0.0,-678.08,0,0
AOR Barrack Pore  Kolkata,724,West Bengal,135,-296.66,1,0.0,-296.66,0,0
AOR Berhampur  Odisha,890,Odisha,134,-847.6,1,0.0,-847.6,0,0
AOR Bhilai,563,Chattisgarh,17222,-550.94,1,0.0,-550.94,0,0
AOR Bibewadi  Pune,723,Maharashtra,17327,-296.66,1,0.0,-296.66,0,0
AOR CA Road  Nagpur,710,Maharashtra,17327,-635.7,1,0.0,-635.7,0,0
AOR COCO Jhansi,782,UP,11109,-762.84,1,0.0,-762.84,0,0
AOR COCO Kidwai Nagar,929,UP,11109,-550.94,1,0.0,-550.94,0,0
AOR COCO Rudrapur Uttarakhand,809,Uttarakhand,11705,-678.08,1,0.0,-678.08,0,0
AOR Camp  Pune,888,Maharashtra,17327,-339.04,1,0.0,-339.04,0,0
AOR Channi Himmat Jammu,20506,JK,114,-254.28000000000003,1,0.0,-254.28000000000003,0,0
AOR Chhatarpur store,20815,Madhya Pradesh,172,-296.66,1,0.0,-296.66,0,0
AOR Chinchwad  Pune,720,Maharashtra,17327,-339.04,1,0.0,-339.04,0,0
AOR Crystal Tower Store,20813,Madhya Pradesh,172,-381.42,1,0.0,-381.42,0,0
AOR DEWAS,20809,Madhya Pradesh,172,-339.04,1,0.0,-339.04,0,0
AOR DHAR ROAD UDHAMPUR,20847,JK,114,-127.14000000000001,1,0.0,-127.14000000000001,0,0
AOR DHARAMSHALA,20772,HP,11202,-211.9,1,0.0,-211.9,0,0
AOR DIBRUGARH Assam,788,Assam,131,-211.9,1,0.0,-211.9,0,0
AOR DP Road  Pune,933,Maharashtra,17327,-169.52,1,0.0,-169.52,0,0
AOR Dadabari Kota,768,Rajasthan,176,-211.9,1,0.0,-211.9,0,0
AOR Dharampura road  Patiala,655,Punjab,115,-635.7,1,0.0,-635.7,0,0
AOR Dover Lane  Kolkata,926,West Bengal,135,-84.76,1,0.0,-84.76,0,0
AOR Dugri  Ludhiana,693,Punjab,115,-550.94,1,0.0,-550.94,0,0
AOR EAST MARDPALLY,20667,Telangana,15136,-339.04,1,0.0,-339.04,0,0
AOR Edappally  Kerala,711,Kerala,154,-466.18,1,0.0,-466.18,0,0
AOR Ekkattuthangal  Chennai,737,Tamil Nadu,155,-423.8,1,0.0,-423.8,0,0
AOR Electronic City  Bangalore,739,Karnataka,153,-889.98,1,0.0,-889.98,0,0
AOR FC Road  Pune,894,Maharashtra,17327,-9110.18,1,0.0,-9110.18,0,0
AOR Freeganj,20773,Madhya Pradesh,172,-296.66,1,0.0,-296.66,0,0
AOR GKP Bank Road  Gorakhpur,773,UP,11109,-1229.02,1,0.0,-1229.02,0,0
AOR GUNA,20810,Madhya Pradesh,172,-211.9,1,0.0,-211.9,0,0
AOR Gandhinagar  Gujarat,713,Gujrat,171,-635.7,1,0.0,-635.7,0,0
AOR Ganesh Chandra Avenue  Kolkata,709,West Bengal,135,-127.14000000000001,1,0.0,-127.14000000000001,0,0
AOR Garkheda  Aurangabad,633,Maharashtra,17327,-84.76,1,0.0,-84.76,0,0
AOR Gaya,565,Bihar,132,-1356.16,1,0.0,-1356.16,0,0
AOR Gorakhpur Store,21008,Madhya Pradesh,172,-339.04,1,0.0,-339.04,0,0
AOR HBR Layout store  Bangalore,770,Karnataka,153,-805.22,1,0.0,-805.22,0,0
AOR Hadapsar  Pune,602,Maharashtra,17327,-635.7,1,0.0,-635.7,0,0
AOR Hajipur,20990,Bihar,132,-889.98,1,0.0,-889.98,0,0
AOR Hambra Store,20991,Punjab,115,-423.8,1,0.0,-423.8,0,0
AOR Hissar,662,Haryana,11106,-1271.4,1,0.0,-1271.4,0,0
AOR Imphal  Manipur,833,Manipur,13314,-84.76,1,0.0,-84.76,0,0
AOR Indirapuram  Ghaziabad,670,UP,11109,-678.08,1,0.0,-678.08,0,0
AOR Indra Complex,20812,Chattisgarh,17222,-339.04,1,0.0,-339.04,0,0
AOR Indrapuri,20774,Madhya Pradesh,172,-381.42,1,0.0,-381.42,0,0
AOR JP Chowk  Jammu,740,JK,114,-296.66,1,0.0,-296.66,0,0
AOR Janpath  Odisha,827,Odisha,134,-423.8,1,0.0,-423.8,0,0
AOR Jorhat  Assam,772,Assam,131,-84.76,1,0.0,-84.76,0,0
AOR KATHUA,20676,JK,114,-84.76,1,0.0,-84.76,0,0
AOR KESAVADASAPURAM,816,Kerala,154,-296.66,1,0.0,-296.66,0,0
AOR KHANNA STORE,20833,Punjab,115,-169.52,1,0.0,-169.52,0,0
AOR KIITCollege Square Bhubaneswar,787,Odisha,134,-423.8,1,0.0,-423.8,0,0
AOR Kacheripady  Kerala,902,Kerala,154,-508.56000000000006,1,0.0,-508.56000000000006,0,0
AOR Kachiguda,20695,Telangana,15136,-466.18,1,0.0,-466.18,0,0
AOR Kalwar Road  Jaipur,771,Rajasthan,176,-42.38,1,0.0,-42.38,0,0
AOR Kammanahalli-2,821,Karnataka,153,-466.18,1,0.0,-466.18,0,0
AOR Karol Bagh,20645,Delhi,111,-466.18,1,0.0,-466.18,0,0
AOR Katra,20677,JK,114,-42.38,1,0.0,-42.38,0,0
AOR Kharagpur NGS,20512,West Bengal,135,-211.9,1,0.0,-211.9,0,0
AOR Kolar Road  Bhopal,735,Madhya Pradesh,172,-381.42,1,0.0,-381.42,0,0
AOR Kolhapur  Mumbai,610,Maharashtra,24127,-2542.42,1,0.0,-2542.42,0,0
AOR Koper Khairne  Mumbai,646,Maharashtra,17327,-593.32,1,0.0,-593.32,0,0
AOR Kumaran Road  Tiruppur,875,Tamil Nadu,155,-805.22,1,0.0,-805.22,0,0
AOR Laketown  Kolkata,690,West Bengal,135,-339.04,1,0.0,-339.04,0,0
AOR Laxmi Nagar  Delhi,924,Delhi,111,-635.7,1,0.0,-635.7,0,0
AOR MALAKPET Next Gen Hyderabad,903,Telangana,15136,-678.08,1,0.0,-678.08,0,0
AOR MANDI GOBINDGARH,20918,Punjab,115,-127.14000000000001,1,0.0,-127.14000000000001,0,0
AOR MG Road  Kerala,805,Kerala,154,-2584.8,1,0.0,-2584.8,0,0
AOR MLB Road Store,20814,Madhya Pradesh,172,-254.28000000000003,1,0.0,-254.28000000000003,0,0
AOR Mahatma Nagar  Nasik,945,Maharashtra,17327,-254.28000000000003,1,0.0,-254.28000000000003,0,0
AOR Mazgaon,20775,Maharashtra,17327,-2500.0400000000004,1,0.0,-2500.0400000000004,0,0
AOR Mini Store Keshav Puram,21007,Delhi,111,-84.76,1,0.0,-84.76,0,0
AOR Modi Road  Bangalore,682,Karnataka,153,-2457.6600000000003,1,0.0,-2457.6600000000003,0,0
AOR Mohammed Ali  Mumbai,860,Maharashtra,17327,-508.56000000000006,1,0.0,-508.56000000000006,0,0
AOR Mukherjee Nagar  GTB Nagar  Delhi,917,Delhi,111,-1101.88,1,0.0,-1101.88,0,0
AOR Mumbai Central,638,Maharashtra,17327,-211.9,1,0.0,-211.9,0,0
AOR Mumbai Naka  Nashik,753,Maharashtra,17327,-84.76,1,0.0,-84.76,0,0
AOR NGS Adyar  Chennai,946,Tamil Nadu,155,-423.8,1,0.0,-423.8,0,0
AOR Nellore,734,AndraPRadesh,151,-805.22,1,0.0,-805.22,0,0
AOR Nellore NGS,20885,AndraPRadesh,151,-254.28000000000003,1,0.0,-254.28000000000003,0,0
AOR Next Gen Gandhi Path,898,Rajasthan,176,-720.46,1,0.0,-720.46,0,0
AOR Nirala Bazaar  Aurangabad,943,Maharashtra,17327,-762.84,1,0.0,-762.84,0,0
AOR Ottappalam,20830,Kerala,154,-127.14000000000001,1,0.0,-127.14000000000001,0,0
AOR PN Road  Tiruppur,872,Tamil Nadu,155,-889.98,1,0.0,-889.98,0,0
AOR Pali  Jaipur,784,Rajasthan,176,-550.94,1,0.0,-550.94,0,0
AOR Pallikulam Thrissur  Kerala.,806,Kerala,154,-254.28000000000003,1,0.0,-254.28000000000003,0,0
AOR Pathankot  Pathankot,789,Punjab,115,-889.98,1,0.0,-889.98,0,0
AOR Patna City,20968,Bihar,132,-508.56000000000006,1,0.0,-508.56000000000006,0,0
AOR Raipur,600,Chattisgarh,17222,-974.74,1,0.0,-974.74,0,0
AOR Rajauri,20959,JK,114,-84.76,1,0.0,-84.76,0,0
AOR Rama mandi,20972,Punjab,115,-84.76,1,0.0,-84.76,0,0
AOR Ranjit Avenue  Amritsar,727,Punjab,115,-254.28000000000003,1,0.0,-254.28000000000003,0,0
AOR Rink Mall  Darjeeling,760,West Bengal,135,-296.66,1,0.0,-296.66,0,0
AOR Rohtak,645,Haryana,11106,-1356.16,1,0.0,-1356.16,0,0
AOR SECTOR 15  GURGAON,923,Haryana,11106,-127.14000000000001,1,0.0,-127.14000000000001,0,0
AOR SHIV NAGAR UDHAMPUR,20926,JK,114,-42.38,1,0.0,-42.38,0,0
AOR STORE BARNALA,20897,Punjab,115,-550.94,1,0.0,-550.94,0,0
AOR STORE Faridkot PB,20939,Punjab,115,-42.38,1,0.0,-42.38,0,0
AOR STORE GURDASPUR,20989,Punjab,115,-211.9,1,0.0,-211.9,0,0
AOR STORE KARNAL HARYANA,20783,Haryana,11106,-974.74,1,0.0,-974.74,0,0
AOR STORE MUKTSAR,20895,Punjab,115,-84.76,1,0.0,-84.76,0,0
AOR STORE Sirsa HARYANA,20785,Haryana,11106,-1059.5,1,0.0,-1059.5,0,0
AOR SUNDER NAGAR,21005,Punjab,115,-254.28000000000003,1,0.0,-254.28000000000003,0,0
AOR SV Road Andheri West  Mumbai,697,Maharashtra,17327,-339.04,1,0.0,-339.04,0,0
AOR Sagar Store,20961,Madhya Pradesh,172,-169.52,1,0.0,-169.52,0,0
AOR Sanjouli Shimla,581,HP,11202,-423.8,1,0.0,-423.8,0,0
AOR Satna Store,20957,Madhya Pradesh,172,-466.18,1,0.0,-466.18,0,0
AOR Savedi   Ahmed nagar,764,Maharashtra,17327,-42.38,1,0.0,-42.38,0,0
AOR Saya Zion,11824,UP,11109,-423.8,1,0.0,-423.8,0,0
AOR Sec10  Dwarka,914,Delhi,111,-127.14000000000001,1,0.0,-127.14000000000001,0,0
AOR Sector 15 Chandigarh,575,Chandigarh,11504,-550.94,1,0.0,-550.94,0,0
AOR Sector 4 Rohini DL319,20916,Delhi,111,-3093.3600000000006,1,0.0,-3093.3600000000006,0,0
AOR Sector 46  Chandigarh,696,Chandigarh,11504,-508.56000000000006,1,0.0,-508.56000000000006,0,0
AOR Selayur Chennai,781,Tamil Nadu,155,-678.08,1,0.0,-678.08,0,0
AOR Shahibaug  Ahmedabad,732,Gujrat,171,-296.66,1,0.0,-296.66,0,0
AOR Shivranjani  Ahemdabad,746,Gujrat,171,-296.66,1,0.0,-296.66,0,0
AOR Shriganganagar  Rajasthan,702,Rajasthan,176,-423.8,1,0.0,-423.8,0,0
AOR Silchar  Assam,798,Assam,131,-635.7,1,0.0,-635.7,0,0
AOR Singhad  Pune,750,Maharashtra,17327,-381.42,1,0.0,-381.42,0,0
AOR Solan,761,HP,11202,-169.52,1,0.0,-169.52,0,0
AOR Store  Phagwara,725,Punjab,115,-635.7,1,0.0,-635.7,0,0
AOR Store Ambala City Haryana,21311,Haryana,11106,-84.76,1,0.0,-84.76,0,0
AOR Store Batala,20919,Punjab,115,-508.56000000000006,1,0.0,-508.56000000000006,0,0
AOR Store Bhiwani HR,21003,Haryana,11106,-593.32,1,0.0,-593.32,0,0
AOR Store Hamipur HP,22855,HP,11202,-42.38,1,0.0,-42.38,0,0
AOR Store Jamalpur PB,20947,Punjab,115,-2499.2200000000003,1,0.0,-2499.2200000000003,0,0
AOR Store Jhajjar,22911,Haryana,11106,-169.52,1,0.0,-169.52,0,0
AOR Store Kharar PB,20948,Punjab,115,-593.32,1,0.0,-593.32,0,0
AOR Store Kurukshetra,754,Haryana,11106,-127.14000000000001,1,0.0,-127.14000000000001,0,0
AOR Store MANSA PB,22830,Punjab,115,-339.04,1,0.0,-339.04,0,0
AOR Store Malout PB,22898,Punjab,115,-42.38,1,0.0,-42.38,0,0
AOR Store Nabha PB,20937,Punjab,115,-84.76,1,0.0,-84.76,0,0
AOR Store Rajpura PB,20922,Punjab,115,-508.56000000000006,1,0.0,-508.56000000000006,0,0
AOR Store Sodal Road,20894,Punjab,115,-593.32,1,0.0,-593.32,0,0
AOR Store Yamunanagar,755,Haryana,11106,-466.18,1,0.0,-466.18,0,0
AOR Store putligarh PB,20950,Punjab,115,-296.66,1,0.0,-296.66,0,0
AOR Store tripuri patiala,20923,Punjab,115,-169.52,1,0.0,-169.52,0,0
AOR TARN TARAN,21078,Punjab,115,-211.9,1,0.0,-211.9,0,0
AOR TC Palya Banglore,843,Karnataka,153,-423.8,1,0.0,-423.8,0,0
AOR Tansen_nagar,20869,Madhya Pradesh,172,-127.14000000000001,1,0.0,-127.14000000000001,0,0
AOR Thoraipakkam  Chennai,779,Tamil Nadu,155,-762.84,1,0.0,-762.84,0,0
AOR Tirunelveli,840,Tamil Nadu,155,-1271.4,1,0.0,-1271.4,0,0
AOR Tirupathi,745,AndraPRadesh,151,-762.84,1,0.0,-762.84,0,0
AOR Untkhana  Nagpur,752,Maharashtra,17327,-423.8,1,0.0,-423.8,0,0
AOR VIRAR,815,Maharashtra,17327,-678.08,1,0.0,-678.08,0,0
AOR Vadapalani  Chennai,769,Tamil Nadu,155,-889.98,1,0.0,-889.98,0,0
AOR Vidisha Store,20956,Madhya Pradesh,172,-84.76,1,0.0,-84.76,0,0
AOR Viman Nagar  Pune,776,Maharashtra,17327,-254.28000000000003,1,0.0,-254.28000000000003,0,0
AOR Visharantwadi Pune,832,Maharashtra,17327,-339.04,1,0.0,-339.04,0,0
AOR Yousufguda,20898,Telangana,15136,-466.18,1,0.0,-466.18,0,0
AOR samba,20675,JK,114,-84.76,1,0.0,-84.76,0,0
AOR-Dwarka Sec-7,20485,Delhi,111,-508.56000000000006,1,0.0,-508.56000000000006,0,0
AORSector 37 Chandigarh,688,Chandigarh,11504,-508.56000000000006,1,0.0,-508.56000000000006,0,0
ASIF Nagar OR,20758,Telangana,15136,-678.08,1,0.0,-678.08,0,0
Abhilasha Cross Roads,21109,Gujrat,171,-42.38,1,0.0,-42.38,0,0
Abids  Hyderabad  Telangana,78,Telangana,15136,-932.36,1,0.0,-932.36,0,0
Ace Traders JK,21439,JK,114,-42.38,1,0.0,-42.38,0,0
Adarsh nagar Aor,20910,Delhi,111,-381.42,1,0.0,-381.42,0,0
Adarsh park,21478,Rajasthan,176,-127.14000000000001,1,0.0,-127.14000000000001,0,0
Adyar Chennai,513,Tamil Nadu,155,-508.56000000000006,1,0.0,-508.56000000000006,0,0
Agrahara NGS  Mysore,949,Karnataka,153,-466.18,1,0.0,-466.18,0,0
Airoli,20621,Maharashtra,17327,-42.38,1,0.0,-42.38,0,0
Airoli 2 AOR,20905,Maharashtra,17327,-508.56000000000006,1,0.0,-508.56000000000006,0,0
Airtel Mini Dhakoli,21247,Punjab,115,0.0,1,0.0,0.0,0,1
Airtel Mini Store Jawahar Colony Faridabad,21030,Haryana,11106,-508.56000000000006,1,0.0,-508.56000000000006,0,0
Airtel Mini store Satya Niketan,21358,Delhi,111,-127.14000000000001,1,0.0,-127.14000000000001,0,0
Airtel Mini store sector 15 noida,21272,UP,11109,-550.94,1,0.0,-550.94,0,0
Airtel NGS  Green Field Faridabad,20872,Haryana,11106,-211.9,1,0.0,-211.9,0,0
Airtel NGS  Jagat Farm,22091,UP,11109,-339.04,1,0.0,-339.04,0,0
Airtel NGS  Sector 10 Faridabad,20793,Haryana,11106,-2542.42,1,0.0,-2542.42,0,0
Airtel NGS Bhikaji Cama Place,22840,Delhi,111,-84.76,1,0.0,-84.76,0,0
Airtel NGS Firozabad,20953,UP,11109,-593.32,1,0.0,-593.32,0,0
Airtel NGS GK 1 M Block,22851,Delhi,111,-42.38,1,0.0,-42.38,0,0
Airtel NGS Gole Market,22871,Delhi,111,-7288.220000000001,1,0.0,-7288.220000000001,0,0
Airtel NGS Jail Road,21451,Delhi,111,-1059.5,1,0.0,-1059.5,0,0
Airtel NGS NIT 5 Faridabad,20829,Haryana,11106,-84.76,1,0.0,-84.76,0,0
Airtel NGS Nangloi,22872,Delhi,111,-508.56000000000006,1,0.0,-508.56000000000006,0,0
Airtel NGS Sec 79 Faridabad,20873,Haryana,11106,-466.18,1,0.0,-466.18,0,0
Airtel NGS Sector 75 Noida,21902,UP,11109,-296.66,1,0.0,-296.66,0,0
Airtel NGS Siddharth Vihar-DL461,22823,UP,11109,-42.38,1,0.0,-42.38,0,0
Airtel NGS Tulip Sector 69 GGN,22769,Haryana,11106,-127.14000000000001,1,0.0,-127.14000000000001,0,0
Airtel NSG  Coco Nawada,20914,Delhi,111,-889.98,1,0.0,-889.98,0,0
Airtel OR Rampur,20945,UP,11109,-127.14000000000001,1,0.0,-127.14000000000001,0,0
Airtel Sapna Sangeeta Store,22387,Madhya Pradesh,172,-42.38,1,0.0,-42.38,0,0
Airtel Store  Mahipalpur,20970,Delhi,111,-1059.5,1,0.0,-1059.5,0,0
Airtel Store Adabari,21124,Assam,131,-211.9,1,0.0,-211.9,0,0
Airtel Store Adhartal Store,21053,Madhya Pradesh,172,-84.76,1,0.0,-84.76,0,0
Airtel Store Agrasen Nagar,21056,Madhya Pradesh,172,-211.9,1,0.0,-211.9,0,0
Airtel Store Awadhpuri Store,21097,Madhya Pradesh,172,-127.14000000000001,1,0.0,-127.14000000000001,0,0
Airtel Store Bhanpuri,21064,Chattisgarh,17222,-127.14000000000001,1,0.0,-127.14000000000001,0,0
Airtel Store BhataGaon Store,21058,Chattisgarh,17222,-254.28000000000003,1,0.0,-254.28000000000003,0,0
Airtel Store Deepak Nagar,21059,Chattisgarh,17222,-127.14000000000001,1,0.0,-127.14000000000001,0,0
Airtel Store Dilshad Colony,20930,Delhi,111,-1017.1200000000001,1,0.0,-1017.1200000000001,0,0
Airtel Store Gulmohar Store,21063,Madhya Pradesh,172,-84.76,1,0.0,-84.76,0,0
Airtel Store Gurudwara Road,20958,Haryana,11106,-508.56000000000006,1,0.0,-508.56000000000006,0,0
Airtel Store Karond Store,21052,Madhya Pradesh,172,-42.38,1,0.0,-42.38,0,0
Airtel Store Katara,21102,Madhya Pradesh,172,-84.76,1,0.0,-84.76,0,0
Airtel Store Lalghati,22765,Madhya Pradesh,172,-550.94,1,0.0,-550.94,0,0
Airtel Store MTH Compound,22766,Madhya Pradesh,172,-296.66,1,0.0,-296.66,0,0
Airtel Store Minal,21098,Madhya Pradesh,172,-169.52,1,0.0,-169.52,0,0
Airtel Store Morar Store,21062,Madhya Pradesh,172,-381.42,1,0.0,-381.42,0,0
Airtel Store Nayabazar Store,21054,Madhya Pradesh,172,-169.52,1,0.0,-169.52,0,0
Airtel Store Nehru Nagar,21100,Chattisgarh,17222,-42.38,1,0.0,-42.38,0,0
Airtel Store Nehru Place,20646,Delhi,111,-2796.7000000000003,1,0.0,-2796.7000000000003,0,0
Airtel Store Noida Sec 25,20595,UP,11109,-254.28000000000003,1,0.0,-254.28000000000003,0,0
Airtel Store Pardesipura,21051,Madhya Pradesh,172,-254.28000000000003,1,0.0,-254.28000000000003,0,0
Airtel Store Ratlam,22767,Madhya Pradesh,172,-296.66,1,0.0,-296.66,0,0
Airtel Store Rewa,22768,Madhya Pradesh,172,-635.7,1,0.0,-635.7,0,0
Airtel Store Santacruzmini,21413,Maharashtra,17327,-169.52,1,0.0,-169.52,0,0
Airtel Store Sarkanda Bilaspur,22782,Chattisgarh,17222,-127.14000000000001,1,0.0,-127.14000000000001,0,0
Airtel Store Silicon city,21065,Madhya Pradesh,172,-127.14000000000001,1,0.0,-127.14000000000001,0,0
Airtel Store Sixmile,21126,Assam,131,-169.52,1,0.0,-169.52,0,0
Airtel Store Smritinagar,21055,Chattisgarh,17222,-42.38,1,0.0,-42.38,0,0
Airtel Store TalojaMiniStore,21409,Maharashtra,17327,-42.38,1,0.0,-42.38,0,0
Airtel Store TelibandhaStore,21057,Chattisgarh,17222,-211.9,1,0.0,-211.9,0,0
Airtel Store Uttam Nagar,20784,Delhi,111,-381.42,1,0.0,-381.42,0,0
Airtel Store VIP Road,21127,Assam,131,-84.76,1,0.0,-84.76,0,0
Airtel Store Vaishali,414,UP,11109,-1101.88,1,0.0,-1101.88,0,0
Airtel Store Vijay Nagar IND,22386,Madhya Pradesh,172,-339.04,1,0.0,-339.04,0,0
Airtel Store Vijay Nagar Jabalpur,22857,Madhya Pradesh,172,-423.8,1,0.0,-423.8,0,0
Airtel Store Yamuna Vihar,20721,Delhi,111,-466.18,1,0.0,-466.18,0,0
Airtel StoreFaridabad 29,413,Haryana,11106,-423.8,1,0.0,-423.8,0,0
Airtel store astha plaza katni,22858,Madhya Pradesh,172,-42.38,1,0.0,-42.38,0,0
Aizawl AOR,21023,Mizoram,13315,-169.52,1,0.0,-169.52,0,0
Ajmer Rajasthan,509,Rajasthan,176,-339.04,1,0.0,-339.04,0,0
Akshaya Nagar DLF mini,21289,Karnataka,153,-211.9,1,0.0,-211.9,0,0
Alaknanda New Delhi,560,Delhi,111,-805.22,1,0.0,-805.22,0,0
Alam Bagh Lucknow,170,UP,11109,-974.74,1,0.0,-974.74,0,0
Alfa  Greater Noida,238,UP,11109,-932.36,1,0.0,-932.36,0,0
Alleppey OR,20651,Kerala,154,-550.94,1,0.0,-550.94,0,0
Alwar  Rajasthan,181,Rajasthan,176,-1186.64,1,0.0,-1186.64,0,0
Ambala City  Haryana,381,Haryana,11106,-508.56000000000006,1,0.0,-508.56000000000006,0,0
Ambattur  Chennai,89,Tamil Nadu,155,-847.6,1,0.0,-847.6,0,0
Ambavadi Bajar,441,Gujrat,171,-2500.0400000000004,1,0.0,-2500.0400000000004,0,0
Ambernath Store,21001,Maharashtra,17327,-84.76,1,0.0,-84.76,0,0
Ambition MUM,21561,Maharashtra,17327,0.0,1,0.0,0.0,0,1
Ambur NGS,22753,Tamil Nadu,155,-84.76,1,0.0,-84.76,0,0
Ameer petNext Gen Store,838,Telangana,15136,-127.14000000000001,1,0.0,-127.14000000000001,0,0
Ameerpet  Hyderabad  Telangana,13,Telangana,15136,-254.28000000000003,1,0.0,-254.28000000000003,0,0
Ananthpur AOR,20711,AndraPRadesh,151,-466.18,1,0.0,-466.18,0,0
Andaman AOR,20969,West Bengal,135,-1356.16,1,0.0,-1356.16,0,0
Andheri E-loop  Mumbai,224,Maharashtra,17327,-593.32,1,0.0,-593.32,0,0
Andheri West,431,Maharashtra,17327,-9191.66,1,0.0,-9191.66,0,0
Andheri west 2,20539,Maharashtra,17327,-211.9,1,0.0,-211.9,0,0
Andhrhalli,21427,Karnataka,153,-296.66,1,0.0,-296.66,0,0
Anna Nagar  Chennai,120,Tamil Nadu,155,-2923.84,1,0.0,-2923.84,0,0
Anna Nagar k4 Digital store  Chennai,928,Tamil Nadu,155,-762.84,1,0.0,-762.84,0,0
Aor Akola store,20538,Maharashtra,17327,-339.04,1,0.0,-339.04,0,0
Aor Anishabad Patna,21016,Bihar,132,-635.7,1,0.0,-635.7,0,0
Aor Asansol,811,West Bengal,135,-466.18,1,0.0,-466.18,0,0
Aor Bandra West,20524,Maharashtra,17327,-127.14000000000001,1,0.0,-127.14000000000001,0,0
Aor Burari,20749,Delhi,111,-889.98,1,0.0,-889.98,0,0
Aor Calicut  Kozhikode,869,Kerala,154,-339.0400000000002,1,0.0,-339.0400000000002,0,0
Aor Eluru,20882,AndraPRadesh,151,-42.38,1,0.0,-42.38,0,0
Aor Haldia,864,West Bengal,135,-2669.5600000000004,1,0.0,-2669.5600000000004,0,0
Aor Hamidia Road,22869,Madhya Pradesh,172,-169.52,1,0.0,-169.52,0,0
Aor Jind,20863,Haryana,11106,-211.9,1,0.0,-211.9,0,0
Aor KOTTARA,21019,Karnataka,153,-211.9,1,0.0,-211.9,0,0
Aor Kaithal,20942,Haryana,11106,-423.8,1,0.0,-423.8,0,0
Aor Karve Road  Pune,692,Maharashtra,17327,-211.9,1,0.0,-211.9,0,0
Aor Kullu,20827,HP,11202,-42.38,1,0.0,-42.38,0,0
Aor Mahabubnagar,22924,Telangana,15136,-296.66,1,0.0,-296.66,0,0
Aor Mallapur,20883,Telangana,15136,-339.04,1,0.0,-339.04,0,0
Aor NFC  Delhi,883,Delhi,111,-1229.02,1,0.0,-1229.02,0,0
Aor NGS Nadiad,20661,Gujrat,171,-423.8,1,0.0,-423.8,0,0
Aor Narela,20750,Delhi,111,-932.36,1,0.0,-932.36,0,0
Aor Owners Pride Banjara Hills  Hyderabad,731,Telangana,15136,-423.8,1,0.0,-423.8,0,0
Aor Park Street  Kolkata,716,West Bengal,135,-211.9,1,0.0,-211.9,0,0
